0,0,0,-0.0001
0.0004,0.0351,3.1898,-0.0005
0.0012,0.0809,4.7919,-0.0014
0.0024,0.1302,5.1657,-0.0031
0.0042,0.1804,5.063,-0.0056
0.0065,0.2321,5.1302,-0.0091
0.0093,0.2839,5.2225,-0.0133
0.0127,0.3353,5.1203,-0.0184
0.0166,0.3873,5.1406,-0.0243
0.021,0.4391,5.2539,-0.031
0.0259,0.4902,5.0498,-0.0385
0.0313,0.5421,5.2418,-0.0467
0.0372,0.5931,5.0949,-0.0556
0.0437,0.6446,5.1614,-0.0652
0.0507,0.6959,5.1008,-0.0755
0.0581,0.7475,5.1863,-0.0865
0.0661,0.7984,5.076,-0.0981
0.0745,0.8498,5.1667,-0.1102
0.0836,0.9006,5.0641,-0.1229
0.0931,0.9519,5.1485,-0.1362
0.1031,1.0027,5.0524,-0.15
0.1137,1.054,5.131,-0.1643
0.1247,1.1047,5.0984,-0.1789
0.1363,1.1553,5.033,-0.194
0.1483,1.2064,5.1331,-0.2095
0.1609,1.2567,5.0357,-0.2252
0.174,1.3074,5.0513,-0.2413
0.1876,1.3582,5.0702,-0.2578
0.2016,1.4087,5.0769,-0.2744
0.2162,1.4588,5.0096,-0.2912
0.2313,1.5093,5.048,-0.3083
0.2469,1.5596,5.0312,-0.3255
0.263,1.61,5.0249,-0.3429
0.2796,1.6603,5.0407,-0.3604
0.2967,1.7103,5.003,-0.3779
0.3143,1.7604,5.0069,-0.3955
0.3324,1.8106,5.0222,-0.4132
0.351,1.8605,4.9873,-0.4309
0.3701,1.9107,5.0111,-0.4486
0.3897,1.9606,4.9974,-0.4662
0.4099,2.0104,4.9737,-0.4838
0.4304,2.0604,5.0151,-0.5013
0.4516,2.1101,4.9577,-0.5188
0.4731,2.16,5.0058,-0.5361
0.4952,2.2096,4.951,-0.5534
0.5178,2.2595,4.9974,-0.5705
0.541,2.3091,4.9453,-0.5875
0.5645,2.359,4.99,-0.6044
0.5886,2.4086,4.9726,-0.621
0.6131,2.4581,4.9536,-0.6375
0.6382,2.5078,4.958,-0.6538
0.6638,2.5574,4.971,-0.6699
0.6899,2.607,4.9471,-0.6858
0.7165,2.6566,4.9662,-0.7015
0.7435,2.7061,4.958,-0.7169
0.7711,2.7556,4.9418,-0.7322
